aching	ᎠᏇᎯᏍᏓᏁᎭ	[à:gwe:hisdâ:neha]  (he is) (1st/present continuous)
aching	ᎤᏪᎯᏍᏓᏁᎸᎢ	[ù:we:hisdâ:ne:lv̌:ʔi]  (he is) (3rd/remote past)
aching	ᎤᏪᎯᏍᏓᏁᎰᎢ	[ù:we:hisdâ:ne:hó:ʔi]  (he is) (3rd/habitual)
aching	ᏤᎯᏍᏓᏏ	[je:hisdà:si]  (he is) (2nd/immediate)
aching	ᎤᏪᎯᏍᏓᏁᏗ	[uwe:hisdà:néhdi]  (he is) (3rd/deverbal)
acorn	ᎫᎴ	[gu:le]  (single noun)
acqaintance	ᎪᎵᎩ	[gőhlgi]  (his) (single noun)
acqaintance	ᏗᎪᎵᎩ	[digőhlgi]  (his) (plural noun)
acting like him	ᎠᏤᎸᏍᎦ	[à:je:lv:sga]  (he is) (3rd/present continuous)
acting like him	ᎦᏤᎸᏍᎦ	[gaje:lv̀:sga]  (he is) (1st/present continuous)
acting like him	ᎤᏤᎸᏅᎢ	[ù:je:lv:hnv̌:ʔi]  (he is) (3rd/remote past)
acting like him	ᎠᏤᎸᏍᎪᎢ	[à:je:lv:sgó:ʔi]  (he is) (3rd/habitual)
acting like him	ᎭᏤᎸᎾ	[haje:lv̌:na]  (he is) (2nd/immediate)
acting like him	ᎤᏤᎸᏗ	[u:jehldi]  (he is) (3rd/deverbal)
acting silly	ᎠᏛᏁᎵᎭ	[à:dv́:ne:líha]  (he is) (3rd/present continuous)
acting silly	ᎦᏛᏁᎵᎭ	[gadv́:ne:líha]  (he is) (1st/present continuous)
acting silly	ᎤᏛᏁᎸᏅᎢ	[ù:dv́:ne:lv:hnv̌:ʔi]  (he is) (3rd/remote past)
acting silly	ᎠᏛᏁᎵᏍᎪᎢ	[à:dv́:ne:lǐ:sgóʔi]  (he is) (3rd/habitual)
acting silly	ᎭᏛᏁᎳ	[hadv̀:ně:la]  (he is) (2nd/immediate)
acting silly	ᎤᏛᏁᏟᏗ	[u:dv̀:něhldi]  (he is) (3rd/deverbal)
active	ᎬᎿᎦᎵᏍᏗ	[gv́hnagalsdi] (adj/adv)
actor	ᎠᏛᏁᎵᏍᎩ	[adv̀:ně:li̋:sgi]  (single noun)
actor	ᎠᎾᏛᏁᎵᏍᎩ	[anadv̀:ně:li̋:sgi]  (plural noun)
Adam	ᎠᏓᏫ	[Ǎ:dáwi]  (single noun)
adjourning	ᏓᏂᏰᎵᏍᎦ	[dà:ni:ye:li:sga]  (they are) (3rd/present continuous)
adjourning	ᏙᏥᏰᎵᏍᎦ	[dò:ji:ye:li:sga]  (they are) (1st/present continuous)
adjourning	ᏚᏂᏰᎵᏒᎢ	[dù:ni:ye:li:sv̌:ʔi]  (they are) (3rd/remote past)
adjourning	ᏓᏂᏰᎵᏍᎪᎢ	[dà:ni:ye:li:sgó:ʔi]  (they are) (3rd/habitual)
adjourning	ᏗᏥᏰᎵᎯ	[dì:jǐ:yé:li:hi]  (they are) (2nd/immediate)
adjourning	ᏧᏂᏰᎵᎯᏍᏗ	[ju:ni:ye:li:hisdi]  (they are) (3rd/deverbal)
adolescent boy	ᎠᏫᏄᏣ	[awi:nű:ja]  (single noun)
adolescent boy	ᎠᏂᏫᏄᏣ	[ani:wi:nű:ja]  (plural noun)
adolescent girl	ᎠᏔᏄᏣ	[a:tanű:ja]  (single noun)
adolescent girl	ᎠᎾᏔᏄᏣ	[ana:tanű:ja]  (plural noun)
adulterer	ᎠᏓᏲᏁᎯ	[ada:hyo:ne̋:hi]  (single noun)
adulterer	ᏗᎾᏓᏲᏁᎯ	[di:nada:hyo:ne̋:hi]  (plural noun)
adultery	ᎠᏓᏲᏁᏗ	[ada:hyo:néhdi]  (single noun)
advertising it	ᏕᎦᏃᏣᏢᏍᎦ	[de:gáno:jahlv́sga]  (he is) (3rd/present continuous)
advertising it	ᏕᏥᏃᏣᎸᏍᎦ	[de:jíno:jaʔlv́sga]  (he is) (1st/present continuous)
advertising it	ᏚᏃᏣᏝᏅᎢ	[dù:no:jahlánv́:ʔi]  (he is) (3rd/remote past)
advertising it	ᏕᎦᏃᏣᏢᏍᎪᎢ	[de:gáno:jahlv́sgóʔi]  (he is) (3rd/habitual)
advertising it	ᏘᏃᏣᏢᎦ	[tinó:jahlv̀:ga]  (he is) (2nd/immediate)
advertising it	ᏧᏃᏣᎸᏗ	[ju:no:jahldi]  (he is) (3rd/deverbal)
afloat	ᎤᏲᎷᎭ	[ù:hyo:lúha]  (he or it is) (3rd/present continuous)
afloat	ᎠᎩᏲᎷᎭ	[à:kiyo:lúha]  (he or it is) (1st/present continuous)
afloat	ᎤᏲᎷᏒᎢ	[ù:hyo:lú:sv̌:ʔi]  (he or it is) (3rd/remote past)
afloat	ᎤᏲᎷᏐᎢ	[ù:hyo:lú:só:ʔi]  (he or it is) (3rd/habitual)
afloat	ᎯᏲᎷᎲᎦ	[hihyo:lu:hv̀:ga]  (he or it is) (2nd/immediate)
afloat	ᎤᏲᎷᏗ	[u:hyo:lúhdi]  (he or it is) (3rd/deverbal)
afraid	ᎠᏍᎦᎭ	[à:sgâ:ha]  (he is) (3rd/present continuous)
afraid	ᏥᏍᎦᎭ	[jì:sgâ:ha]  (he is) (1st/present continuous)
afraid	ᎤᏍᎦᎸᎢ	[ù:sgá:lv̌:ʔi]  (he is) (3rd/remote past)
afraid	ᎠᏍᎦᎰᎢ	[à:sgá:hó:ʔi]  (he is) (3rd/habitual)
afraid	ᎯᏍᎦᏯ	[hisgǎ:ya]  (he is) (2nd/immediate)
afraid	ᎤᏍᎦᏍᏗ	[u:sgà:sdi]  (he is) (3rd/deverbal)
after	ᎣᏂ	[o:hni] (adj/adv)
after a while	ᎪᎯᏴᎢ	[kò:hî:yv̋:ʔi] (adj/adv)
again	ᏏᏊ	[sǐ:gwu] (adj/adv)
agitating liquid	ᎦᏅᏆᎡᎭ	[ganhgwáʔe:ha]  (he is) (3rd/present continuous)
agitating liquid	ᏥᏅᏆᎡᎭ	[jìnhgwáʔe:ha]  (he is) (1st/present continuous)
agitating liquid	ᎤᏅᏆᎡᎲᎢ	[ùnhgwáʔe:hv̌:ʔi]  (he is) (3rd/remote past)
agitating liquid	ᎦᏅᏆᎡᏍᎪᎢ	[ganhgwáʔe:sgó:ʔi]  (he is) (3rd/habitual)
agitating liquid	ᎯᏅᏆᎥᎳ	[hinhgwaʔv̌:la]  (he is) (2nd/immediate)
agitating liquid	ᎤᏅᏆᎡᏗ	[unhgwaʔéhdi]  (he is) (3rd/deverbal)
agony	ᎠᎩᏟᏱ	[agi:hli̋:yi]  (single noun)
agreeing with him	ᎪᎯᏳᏓᏁᎭ	[go:hiyhdâ:neha]  (he is) (3rd/present continuous)
agreeing with him	ᏥᏲᎢᏴᏓᏁᎭ	[ji:yoʔiyhdâ:neha]  (he is) (1st/present continuous)
agreeing with him	ᎤᏬᎯᏴᏓᏁᎸᎢ	[ù:wo:hiyhdâ:ne:lv̌:ʔi]  (he is) (3rd/remote past)
agreeing with him	ᎪᎯᏴᏓᏁᎰᎢ	[go:hiyhdâ:ne:hó:ʔi]  (he is) (3rd/habitual)
agreeing with him	ᎯᏲᎢᏴᏓᏏ	[hi:yoʔiyhdà:si]  (he is) (2nd/immediate)
agreeing with him	ᎤᏬᎯᏴᏓᏁᏗ	[uwo:hiyhdà:néhdi]  (he is) (3rd/deverbal)
aid	ᎠᎵᏍᏕᎸᏙᏗ	[alsděhldohdi]  (financial) (single noun)
aiming	ᎠᎵᏐᏍᏗᎭ	[àlsǒ:sdíha]  (he is) (3rd/present continuous)
aiming	ᎦᎵᏐᏍᏗᎭ	[galì:sǒ:sdíha]  (he is) (1st/present continuous)
aiming	ᎤᎵᏐᏍᏔᏅᎢ	[ùlsǒ:stánv̌:ʔi]  (he is) (3rd/remote past)
aiming	ᎠᎵᏐᏍᏗᏍᎪᎢ	[àlsǒ:sdí:sgó:ʔi]  (he is) (3rd/habitual)
aiming	ᎭᎵᏐᏍᏓ	[halsǒ:sda]  (he is) (2nd/immediate)
aiming	ᎤᎵᏐᏍᏙᏗ	[ulsǒ:sdóhdi]  (he is) (3rd/deverbal)
aiming at him or it	ᏕᏥᏯᎵᏐᏍᏗᎭ	[de:jí:yalì:sǒ:sdíha] (an.)  (he is) (1st/present continuous)
aiming at him or it	ᏕᎦᎵᏐᏍᏗᎭ	[de:gálì:sǒ:sdíha] (in.)  (he is) (1st/present continuous)
aiming at him or it	ᏘᏯᎵᏐᏍᏓ	[ti:yálì:sǒ:sda] (in.)  (he is) (2nd/immediate)
aiming at him or it	ᏔᎵᏐᏍᏓ	[tálso:sda] (an.)  (he is) (2nd/immediate)
aiming at him or it	ᏓᎵᏐᏍᏗᎭ	[dàlso:sdíha]  (he is) (3rd/present continuous)
aiming at him or it	ᏚᎵᏐᏍᏔᏅᎢ	[dùlsǒ:stánv̌:ʔi]  (he is) (3rd/remote past)
aiming at him or it	ᏓᎵᏐᏍᏗᏍᎪᎢ	[dàlsǒ:sdí:sgó:ʔi]  (he is) (3rd/habitual)
aiming at him or it	ᏧᎵᏐᏍᏙᏗ	[julsǒ:sdóhdi]  (he is) (3rd/deverbal)
aiming it	ᏕᏥᏯᎵᏐᏍᏗᎭ	[de:jí:yalì:sǒ:sdíha] (an.)  (he is) (1st/present continuous)
aiming it	ᏕᎦᎵᏐᏍᏗᎭ	[de:gálì:sǒ:sdíha] (in.)  (he is) (1st/present continuous)
aiming it	ᏘᏯᎵᏐᏍᏓ	[ti:yálì:sǒ:sda] (in.)  (he is) (2nd/immediate)
aiming it	ᏔᎵᏐᏍᏓ	[tálso:sda] (an.)  (he is) (2nd/immediate)
aiming it	ᏓᎵᏐᏍᏗᎭ	[dàlso:sdíha]  (he is) (3rd/present continuous)
aiming it	ᏚᎵᏐᏍᏔᏅᎢ	[dùlsǒ:stánv̌:ʔi]  (he is) (3rd/remote past)
aiming it	ᏓᎵᏐᏍᏗᏍᎪᎢ	[dàlsǒ:sdí:sgó:ʔi]  (he is) (3rd/habitual)
aiming it	ᏧᎵᏐᏍᏙᏗ	[julsǒ:sdóhdi]  (he is) (3rd/deverbal)
air	ᎤᏃᎴ	[u:no:le]  (single noun)
air conditioner	ᎠᏴᏜᏗᏍᏗᏍᎩ	[ahyv:dladì:sdi̋:sgi]  (single noun)
air conditioner	ᏗᏴᏜᏗᏍᏗᏍᎩ	[di:hyv:dladì:sdi̋:sgi]  (plural noun)
airplane	ᏥᏳ	[jǐ:yu]  (single noun)
alcoholic beverage	ᎠᏚᎩᏍᏗ	[atǔ:gi̋:sdi]  (single noun)
alive	ᎬᎿ	[gv:hna]  (he) (is) (3rd/present continuous)
alive	ᎬᎾ	[gv̀:na]  (he) (is) (1st/present continuous)
alive	ᎬᏃᎢ	[gv:hnó:ʔi]  (he) (is) (3rd/habitual)
alive	ᎲᏁᏍᏗ	[hv:hné:sdi]  (he) (is) (2nd/future progressive)
alive	ᎬᏃᏓ	[gv:hnő:da] (adj/adv)
alive	ᏗᏅᏃᏓ	[di:nv:hnő:da]  (plural adj/adv)
all	ᏂᎦᏓ	[niga̋:da] (adj/adv)
all around	ᎬᏩᏚᏫᏓ	[gv:wa:tú:hwida] (adj/adv)
all day	ᎤᏙᏓᏆᏓ	[u:dǒ:dagwada] (adj/adv)
all over	ᏂᎬᎢ	[nikv̋:ʔi] (adj/adv)
all right	ᎣᏏᏊ	[o:sǐ:gwu] (adj/adv)
alligator	ᏧᎳᏍᎩ	[ju:là:sgi]  (single noun)
almost	ᎠᎴ	[ale] (adj/adv)
alone	ᎤᏩᏌ	[uwa̋:sa] (adj/adv)
alone	ᎤᏅᏌ	[u:nv̋:sa]  (plural adj/adv)
already	ᎦᏳᎳ	[gá:yu:la] (adj/adv)
also	ᎥᏍᏊ	[v̀:sgwú] (adj/adv)
also	ᏍᏊ	[sgwú] (adj/adv)
alternate	ᎠᏓᏁᏟᏴᏍᏗᏍᎩ	[adaně:dlí:yv̀:sdi̋:sgi]  (single noun)
alternate	ᎠᎾᏓᏁᏟᏴᏍᏗᏍᎩ	[anadaně:dlí:yv̀:sdi̋:sgi]  (plural noun)
always	ᏂᎪᎯᎸᎢ	[nigǒ:hí:lv̋:ʔi] (adj/adv)
always	ᏂᎪᎸ	[nigǒ:lv] (adj/adv)
amazed	ᎠᏍᏆᏂᎪᏍᎦ	[à:sgwanigǒ:sga]  (he is) (3rd/present continuous)
amazed	ᏥᏍᏆᏂᎪᏍᎦ	[jì:sgwanigǒ:sga]  (he is) (1st/present continuous)
amazed	ᎤᏍᏆᏂᎪᏒᎢ	[ù:sgwanigǒ:sv̂:ʔi]  (he is) (3rd/remote past)
amazed	ᎠᏍᏆᏂᎪᏍᎪᎢ	[à:sgwanigǒ:sgóʔi]  (he is) (3rd/habitual)
amazed	ᎯᏍᏆᏂᎪᎯ	[hisgwanigǒ:hi]  (he is) (2nd/immediate)
amazed	ᎤᏍᏆᏂᎪᎯᏍᏗ	[u:sgwanigǒ:hísdi]  (he is) (3rd/deverbal)
an additional one	ᏐᎢ	[sóʔi] (adj/adv)  (singular form)
an additional one	ᏗᏐᎢ	[dǐ:sóʔi]  (singular form) (plural adj/adv)
and	ᎠᎴ	[ale]
and then	ᏃᏊᎴ	[nǒ:gwúle]
angel	ᏗᎧᏃᏩᏗᏙᎯ	[di:kano:wadi:dő:hi]  (single noun)
angel	ᏗᏂᎧᏃᏩᏗᏙᎯ	[di:ni:kano:wadi:dő:hi]  (plural noun)
anger	ᎧᎾᎸᎢᏍᏗ	[kanǎ:lv́ʔisdi]  (single noun)
angry	ᎤᎿᎸᎭ	[ù:hnǎ:lv́ha]  (he is) (3rd/present continuous)
angry	ᎠᎩᎾᎸᎭ	[à:kinǎ:lv́ha]  (he is) (1st/present continuous)
angry	ᎤᎿᎸᏒᎢ	[ù:hnǎ:lv̂:sv̌:ʔi]  (he is) (3rd/remote past)
angry	ᎤᎿᎸᏐᎢ	[ù:hnǎ:lv̂:só:ʔi]  (he is) (3rd/habitual)
angry	ᏣᎾᎸᏎᏍᏗ	[chanǎ:lv̂:sé:sdi]  (he is) (2nd/future progressive)
animals	ᎡᎿᎢ	[é:hnai]  (non-domesticated) (single noun)
ankle	ᎤᏥᏆᎸᏛᎢ	[ù:tsgwalv:tv̋:ʔi]  (his) (single noun)
ankle	ᏚᏥᏆᎸᏛᎢ	[dù:tsgwalv:tv̋:ʔi]  (his) (plural noun)
announcement	ᏗᎦᏃᏣᎸᏗ	[diganǒ:jahldi]  (single noun)
announcing it	ᏕᎦᏃᏣᏢᏍᎦ	[de:gáno:jahlv́sga]  (he is) (3rd/present continuous)
announcing it	ᏕᏥᏃᏣᎸᏍᎦ	[de:jíno:jaʔlv́sga]  (he is) (1st/present continuous)
announcing it	ᏚᏃᏣᏝᏅᎢ	[dù:no:jahlánv́:ʔi]  (he is) (3rd/remote past)
announcing it	ᏕᎦᏃᏣᏢᏍᎪᎢ	[de:gáno:jahlv́sgóʔi]  (he is) (3rd/habitual)
announcing it	ᏘᏃᏣᏢᎦ	[tinó:jahlv̀:ga]  (he is) (2nd/immediate)
announcing it	ᏧᏃᏣᎸᏗ	[ju:no:jahldi]  (he is) (3rd/deverbal)
another	ᏐᎢ	[sóʔi] (adj/adv)
another	ᏗᏐᎢ	[dǐ:sóʔi]  (plural adj/adv)
answering	ᎧᏁᎦ	[kané:ga]  (he is) (3rd/present continuous)
answering	ᏥᏁᎦ	[jì:né:ga]  (he is) (1st/present continuous)
answering	ᎤᏁᏨᎢ	[ù:hné:jv̌:ʔi]  (he is) (3rd/remote past)
answering	ᎧᏁᎪᎢ	[kané:gó:ʔi]  (he is) (3rd/habitual)
answering	ᎯᏁᎩ	[hihnè:gi]  (he is) (2nd/immediate)
answering	ᎤᏁᏍᏗ	[u:hnesdi]  (he is) (3rd/deverbal)
ant	ᏙᏒᏓᎵ	[do:sv̌:dáʔli]  (single noun)
anxious	ᎤᏪᎵᎯᎠ	[ù:we:lǐ:híʔa]  (he is) (3rd/present continuous)
anxious	ᎠᏇᎵᎯᎠ	[à:gwe:lǐ:híʔa]  (he is) (1st/present continuous)
anxious	ᎤᏪᎵᎯᏍᎬᎢ	[ù:we:lǐ:hî:sgv̌:ʔi]  (he is) (3rd/remote past)
anxious	ᎤᏪᎵᎯᏍᎪᎢ	[ù:we:lǐ:hî:sgó:ʔi]  (he is) (3rd/habitual)
anxious	ᏤᎵᎯᏍᎨᏍᏗ	[je:lǐ:hî:sgé:sdi]  (he is) (2nd/future progressive)
anxious	ᎤᏪᎵᎯᏍᏗ	[uwe:lǐ:hî:sdi]  (he is) (3rd/deverbal)
anyone	ᏱᏂᎦᎵᏍᏗᎭᏊ ᎩᎶ	[yinigálsdíhagwu kilo]
anywhere	ᏱᏂᎦᎵᏍᏗᎭᏊ ᎢᎸᏢᎢ	[yinigálsdíhagwu ilv́hdlv̋:ʔi]
apart	ᎢᏳᏓᎵ	[iyú:da̋:li]  (single noun)
applauding	ᏓᏏᏛᏂᎭ	[dà:sihtv́:niha]  (he is) (3rd/present continuous)
applauding	ᏕᎦᏏᏛᏂᎭ	[de:gâ:sihtv́:niha]  (he is) (1st/present continuous)
applauding	ᏚᏏᏛᏂᎸᎢ	[dù:sihtv̌:nî:lv̌:ʔi]  (he is) (3rd/remote past)
applauding	ᏓᏏᏛᏂᎰᎢ	[dà:sihtv́:nihó:ʔi]  (he is) (3rd/habitual)
applauding	ᏔᏏᏛᏂᎦ	[tasíhtv:nì:ga]  (he is) (2nd/immediate)
applauding	ᏧᏏᏛᏂᏍᏗ	[ju:sihtv̌:nî:sdi]  (he is) (3rd/deverbal)
apple	ᏒᎦᏔ	[sv̌:kta]  (single noun)
applying a break	ᏥᏅᏠᎯᎭ	[ji:nv́:hlo:híha] (an.)  (he is) (1st/present continuous)
applying a break	ᏥᏅᏠᎯᎭ	[jinv́:hlo:híha] (in.)  (he is) (1st/present continuous)
applying a break	ᎯᏅᏠᎦ	[hi:nv̀:hlǒ:ga] (in.)  (he is) (2nd/immediate)
applying a break	ᎯᏅᏠᎦ	[hinv̀:hlǒ:ga] (an.)  (he is) (2nd/immediate)
applying a break	ᎦᏅᏠᎯᎭ	[ganv́:hlo:híha]  (he is) (3rd/present continuous)
applying a break	ᎤᏅᏠᏢᎢ	[ù:nv́:hlo:hlv̌:ʔi]  (he is) (3rd/remote past)
applying a break	ᎦᏅᏠᎯᎰᎢ	[ganv́:hlo:hihó:ʔi]  (he is) (3rd/habitual)
applying a break	ᎤᏅᏠᏍᏗ	[u:nv̀:hlǒ:sdi]  (he is) (3rd/deverbal)
approximately	Ꮲ	[dlv] (adj/adv)
April	ᎧᏬᏂ	[Kawo:hni]  (single noun)
apron	ᎠᏞᏌᏙ	[adlè:sado]  (single noun)
apron	ᏗᏞᏌᏙ	[di:dlè:sado]  (plural noun)
area	ᎢᎬᎾᏕᎾ	[ǐ:gv́:nade̋:na]  (single noun)
arguing	ᎠᏘᏲᎯᎭ	[à:tiyǒ:híha]  (he is) (3rd/present continuous)
arguing	ᎦᏗᏲᎯᎭ	[gaʔdiyǒ:híha]  (he is) (1st/present continuous)
arguing	ᎤᏘᏲᏢᎢ	[ù:tiyǒ:hlv́:ʔi]  (he is) (3rd/remote past)
arguing	ᎠᏘᏲᎯᎰᎢ	[à:tiyǒ:híhó:ʔi]  (he is) (3rd/habitual)
arguing	ᎭᏘᏲᎦ	[hatiyǒ:ga]  (he is) (2nd/immediate)
arguing	ᎤᏘᏲᏍᏗ	[u:tiyǒ:sdi]  (he is) (3rd/deverbal)
argument	ᎠᏘᏲᏍᏗ	[atiyǒ:sdi]  (single noun)
argument	ᏗᏘᏲᏍᏗ	[di:tiyǒ:sdi]  (plural noun)
arm	ᎧᏃᎨ	[kano:ge]  (single noun)
arm	ᏗᎧᏃᎨ	[dikano:ge]  (plural noun)
arm	ᎧᏃᎨᏂ	[kano:ge̋:ni]  (his) (single noun)
arm	ᏗᎧᏃᎨᏂ	[dikano:ge̋:ni]  (his) (plural noun)
arresting him	ᏥᏂᏱᎭ	[jí:ni:yíha] (an.)  (he is) (1st/present continuous)
arresting him	ᏥᏂᏱᎭ	[jíʔni:yíha] (in.)  (he is) (1st/present continuous)
arresting him	ᎯᏂᏯ	[hi:nǐ:ya] (in.)  (he is) (2nd/immediate)
arresting him	ᎯᏂᏯ	[hiʔnǐ:ya] (an.)  (he is) (2nd/immediate)
arresting him	ᎦᏂᏱᎭ	[gáʔni:yíha]  (he is) (3rd/present continuous)
arresting him	ᎤᏂᏴᎲᎢ	[ù:ní:yv:hv̌:ʔi]  (he is) (3rd/remote past)
arresting him	ᎦᏂᏱᏍᎪᎢ	[gáʔni:yǐ:sgóʔi]  (he is) (3rd/habitual)
arresting him	ᎤᏂᏱᏗ	[u:nǐyhdi]  (he is) (3rd/deverbal)
arriving	ᎦᎷᎦ	[gáʔluhga]  (he is) (3rd/present continuous)
arriving	ᏥᎷᎦ	[jíʔluhga]  (he is) (1st/present continuous)
arriving	ᎤᎷᏨᎢ	[ù:lúhjv̌:ʔi]  (he is) (3rd/remote past)
arriving	ᎦᎷᎪᎢ	[gáʔluhgó:ʔi]  (he is) (3rd/habitual)
arriving	ᎯᎷᎩ	[hiʔluhgi]  (he is) (2nd/immediate)
arriving	ᎤᎷᎯᏍᏗ	[u:lúhísdi]  (he is) (3rd/deverbal)
arrow	ᎦᏟᏓ	[gá:hlida]  (single noun)
arrow	ᏗᎦᏟᏓ	[digá:hlida]  (plural noun)
